Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1029579,RB11,UGPC20401-DR000200,THAMOL CEP2040-1,CF9001,F03,PP01,"1,005.930",KG,05-06-19,07-06-19,0001
1029580,RB11,UGPPN1459-BLK01000,THAMOL PN-1459,CF9005,F03,PP01,"5,040.460",KG,05-06-19,07-06-19,0002
1029582,RB11,ESAR336HV-BLK01100,ESTAR R336HV,CE9003,F01,PP01,"3,300.000",KG,01-06-19,03-06-19,0001
1029584,RB11,UGPS1113H-DR000200,THAMOL SK-1113H,CF9014,F03,PP01,"10,298.000",KG,06-06-19,08-06-19,0002
1029585,RB11,UGPPG1829-DR000200,THAMOL PG-1829,CF9007,F03,PP01,"3,040.800",KG,06-06-19,08-06-19,0001
1029586,RB11,UGTCOTM30-DR000250,COSMONATE TM-30,CF9008,F03,PP01,"5,000.000",KG,06-06-19,08-06-19,0003
1029587,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CF9052,F03,PP01,"1,580.000",KG,06-06-19,08-06-19,0002
1029588,RB11,UGPC60381-DR000200,THAMOL CEP6038-1,CF9001,F03,PP01,"1,048.510",KG,06-06-19,08-06-19,0001
1029589,RB11,UGPS1113H-DR000200,THAMOL SK-1113H,CF9015,F03,PP01,"10,298.000",KG,07-06-19,09-06-19,0002
1029590,RB11,UGMTU125B-DR000230,COSMONATE TUF-125B,CF9007,F03,PP01,"2,000.000",KG,07-06-19,09-06-19,0001
1029591,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CF9017,F03,PP01,"10,074.000",KG,07-06-19,09-06-19,0010
1029592,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CF9053,F03,PP01,"1,580.000",KG,07-06-19,09-06-19,0002
1029593,RB11,RKA105700-DR000200,ACRYLAX-1057,CF9007,F02,PP01,"8,709.000",KG,04-06-19,06-06-19,0001
1029594,RB11,UGPC50601-DR000200,THAMOL CEP5060-1,CF9002,F03,PP01,"1,039.870",KG,07-06-19,09-06-19,0001
